"aɪ"	"V"	"VV"
"haŋ.kaŋ"	"CVC.CVC"	"CVC.CVC"
"haŋ.ku.ran"	"CVC.CV.CVC"	"CVC.CV.CVC"
"haŋ.jam"	"CVC.CVC"	"CVC.CVC"
"haŋ.jaŋ"	"CVC.CVC"	"CVC.CVC"
"haŋ.jo"	"CVC.CV"	"CVC.CV"
"ha.nwaɪ"	"CV.CCV"	"CV.CCVV"
"ha.pi.dʒas"	"CV.CV.CVC"	"CV.CV.CCVC"
"haːr"	"CVC"	"CVVC"
"ha.raːn"	"CV.CVC"	"CV.CVVC"
"ha.ra.ri"	"CV.CV.CV"	"CV.CV.CV"
"ha.rɔŋ.jas"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ha.ru.ja.ma.nas"	"CV.CV.CV.CV.CVC"	"CV.CV.CV.CV.CVC"
"ha.saŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ha.san.dʒan"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"he.ma.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"he.ma.jɔŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"he.mɪs"	"CV.CVC"	"CV.CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"hɛn"	"CVC"	"CVC"
"he.nan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"he.vɛn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"hi.tʃan.ja"	"CV.CVC.CV"	"CV.CCVC.CV"
"hɪn.leɪ"	"CVC.CV"	"CVC.CVV"
"hɪn.jan.ve.no"	"CVC.CVC.CV.CV"	"CVC.CVC.CV.CV"
"hɪn.jan.ja"	"CVC.CVC.CV"	"CVC.CVC.CV"
"hi.ro"	"CV.CV"	"CV.CV"
"hi.ro"	"CV.CV"	"CV.CV"
"hi.ro"	"CV.CV"	"CV.CV"
"ho.go"	"CV.CV"	"CV.CV"
"ho.go"	"CV.CV"	"CV.CV"
"ho.go"	"CV.CV"	"CV.CV"
"ho.ra"	"CV.CV"	"CV.CV"
"ho.ra"	"CV.CV"	"CV.CV"
"ho.ra.ma.ja.jə"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"waː.ka.ja"	"CV.CV.CV"	"CVV.CV.CV"
"i.baŋ.dʒas"	"V.CVC.CVC"	"V.CVC.CCVC"
"i.baŋ.dʒas"	"V.CVC.CVC"	"V.CVC.CCVC"
"i.da.se.ri"	"V.CV.CV.CV"	"V.CV.CV.CV"
"i.gaːn"	"V.CVC"	"V.CVVC"
"i.hɪm.leɪ"	"V.CVC.CV"	"V.CVC.CVV"
"i.dʒan"	"V.CVC"	"V.CCVC"
"i.ka.maŋ"	"V.CV.CVC"	"V.CV.CVC"
"i.kam.ki.vjan"	"V.CVC.CV.CCVC"	"V.CVC.CV.CCVC"
"i.kam.ki.vjan"	"V.CVC.CV.CCVC"	"V.CVC.CV.CCVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.kan"	"V.CVC"	"V.CVC"
"i.ka.na.naŋ"	"V.CV.CV.CVC"	"V.CV.CV.CVC"
"i.ka.naŋ"	"V.CV.CVC"	"V.CV.CVC"
"i.ka.nan.ja"	"V.CV.CVC.CV"	"V.CV.CVC.CV"
"i.kan.de.saɪ"	"V.CVC.CV.CV"	"V.CVC.CV.CVV"
"i.kan.de.saɪ"	"V.CVC.CV.CV"	"V.CVC.CV.CVV"
"i.ka.nɛŋ"	"V.CV.CVC"	"V.CV.CVC"
"i.ka.nɛŋ"	"V.CV.CVC"	"V.CV.CVC"
"i.ka.pa.reɪ"	"V.CV.CV.CV"	"V.CV.CV.CVV"
"ɪl"	"VC"	"VC"
"i.laɪ"	"V.CV"	"V.CVV"
"i.laɪ"	"V.CV"	"V.CVV"
"i.laɪ"	"V.CV"	"V.CVV"
"i.li.sa"	"V.CV.CV"	"V.CV.CV"
"i.li.saːn"	"V.CV.CVC"	"V.CV.CVVC"
"i.li.sa.naŋ"	"V.CV.CV.CVC"	"V.CV.CV.CVC"
"i.li.saː.ra"	"V.CV.CV.CV"	"V.CV.CVV.CV"
"i.li.saːɪ"	"V.CV.CV"	"V.CV.CVVV"
"i.li.jan"	"V.CV.CVC"	"V.CV.CVC"
"ɪl.ta"	"VC.CV"	"VC.CV"
"ɪl.ta"	"VC.CV"	"VC.CV"
"ɪl.ta.naŋ"	"VC.CV.CVC"	"VC.CV.CVC"
"ɪl.ta.sa.tan"	"VC.CV.CV.CVC"	"VC.CV.CV.CVC"
"ɪl.ta.sa.jan"	"VC.CV.CV.CVC"	"VC.CV.CV.CVC"
"ɪl.taːɪ"	"VC.CV"	"VC.CVVV"
"ɪl.ta.jɔn"	"VC.CV.CVC"	"VC.CV.CVC"
"i.lu"	"V.CV"	"V.CV"
"ɪl.ja"	"VC.CV"	"VC.CV"
"ɪl.jaːŋ"	"VC.CVC"	"VC.CVVC"
"ɪl.jo"	"VC.CV"	"VC.CV"
"ɪn.tʃam"	"VC.CVC"	"VC.CCVC"
"ɪn.tʃaŋ"	"VC.CVC"	"VC.CCVC"
"ɪn.tʃaːŋ"	"VC.CVC"	"VC.CCVVC"
"ɪŋ"	"VC"	"VC"
"ɪŋ"	"VC"	"VC"
"ɪŋ"	"VC"	"VC"
"ɪŋ"	"VC"	"VC"
"ɪŋ"	"VC"	"VC"
"ɪŋ"	"VC"	"VC"
"ɪn.ta.mar.kan"	"VC.CV.CVC.CVC"	"VC.CV.CVC.CVC"
"ɪn.tɔɪ.jaːŋ"	"VC.CV.CVC"	"VC.CVV.CVVC"
"ɪn.tu"	"VC.CV"	"VC.CV"
"i.raɪ"	"V.CV"	"V.CVV"
"i.raɪ"	"V.CV"	"V.CVV"
"i.raɪ"	"V.CV"	"V.CVV"
"i.raɪ"	"V.CV"	"V.CVV"
"i.raɪ"	"V.CV"	"V.CVV"
"i.ra.ji.su"	"V.CV.CV.CV"	"V.CV.CV.CV"
"i.ri"	"V.CV"	"V.CV"
"i.ri"	"V.CV"	"V.CV"
"i.ri"	"V.CV"	"V.CV"
"i.ri"	"V.CV"	"V.CV"
"i.rɪŋ.kaŋ.ka.na"	"V.CVC.CVC.CV.CV"	"V.CVC.CVC.CV.CV"
"i.tan.ja"	"V.CVC.CV"	"V.CVC.CV"
"i.tɪŋ.leɪ"	"V.CVC.CV"	"V.CVC.CVV"
"i.tɪŋ.leɪ"	"V.CVC.CV"	"V.CVC.CVV"
"i.tɪŋ.leɪ"	"V.CVC.CV"	"V.CVC.CVV"
"i.tɪŋ.leɪ"	"V.CVC.CV"	"V.CVC.CVV"
"i.tɪŋ.jə"	"V.CVC.CV"	"V.CVC.CV"
"i.jɪn"	"V.CVC"	"V.CVC"
"dʒaːn.jam"	"CVC.CVC"	"CCVVC.CVC"
"dʒas"	"CVC"	"CCVC"
"ka.tʃaɪ"	"CV.CV"	"CV.CCVV"
"ka.tʃjɔŋ"	"CV.CCVC"	"CV.CCCVC"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.da"	"CV.CV"	"CV.CV"
"ka.daːn"	"CV.CVC"	"CV.CVVC"
"ka.dan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ka.dan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ka.daː.rə"	"CV.CV.CV"	"CV.CVV.CV"
"ka.daː.rə"	"CV.CV.CV"	"CV.CVV.CV"
"ka.daː.rə"	"CV.CV.CV"	"CV.CVV.CV"
"ka.daː.rə"	"CV.CV.CV"	"CV.CVV.CV"
"ka.daː.rə"	"CV.CV.CV"	"CV.CVV.CV"
"ka.da.va"	"CV.CV.CV"	"CV.CV.CV"
"ka.di.su"	"CV.CV.CV"	"CV.CV.CV"
"ka.di.su"	"CV.CV.CV"	"CV.CV.CV"
"kaː.dru.vaːŋ"	"CV.CCV.CVC"	"CVV.CCV.CVVC"
"ka.ha.ni"	"CV.CV.CV"	"CV.CV.CV"
"ka.ha.ni"	"CV.CV.CV"	"CV.CV.CV"
"ka.hu"	"CV.CV"	"CV.CV"
"ka.i.vaɪ"	"CV.V.CV"	"CV.V.CVV"
"ka.lam"	"CV.CVC"	"CV.CVC"
"ka.la.me.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ka.ma.vaːŋ"	"CV.CV.CVC"	"CV.CV.CVVC"
"ka.ma.jaːŋ"	"CV.CV.CVC"	"CV.CV.CVVC"
"ka.ma.jɔn"	"CV.CV.CVC"	"CV.CV.CVC"
"ka.mo"	"CV.CV"	"CV.CV"
"ka.mo"	"CV.CV"	"CV.CV"
"ka.mɔɪ.jo"	"CV.CV.CV"	"CV.CVV.CV"
"kan"	"CVC"	"CVC"
"ka.naːɪ"	"CV.CV"	"CV.CVVV"
"ka.naːɪ"	"CV.CV"	"CV.CVVV"
"kaŋ"	"CVC"	"CVC"
"kaŋ.ka"	"CVC.CV"	"CVC.CV"
"ka.pan"	"CV.CVC"	"CV.CVC"
"ka.po"	"CV.CV"	"CV.CV"
"ka.pɔɪ"	"CV.CV"	"CV.CVV"
"ka.raː.ne.na"	"CV.CV.CV.CV"	"CV.CVV.CV.CV"
"ka.ra.no"	"CV.CV.CV"	"CV.CV.CV"
"ka.ras"	"CV.CVC"	"CV.CVC"
"ka.ras"	"CV.CVC"	"CV.CVC"
"ka.re.ri"	"CV.CV.CV"	"CV.CV.CV"
"ka.ri.swaɪ"	"CV.CV.CCV"	"CV.CV.CCVV"
"ka.rɔn"	"CV.CVC"	"CV.CVC"
"ka.rɔŋ.i.no"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"ka.rɔn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ka.rɔn.dʒas"	"CV.CVC.CVC"	"CV.CVC.CCVC"
"ka.ro.ju"	"CV.CV.CV"	"CV.CV.CV"
"kar.sjaːŋ"	"CVC.CCVC"	"CVC.CCVVC"
"kaːr.ja.ma.ja"	"CVC.CV.CV.CV"	"CVVC.CV.CV.CV"
"kaːr.ja.ma.jaːŋ"	"CVC.CV.CV.CVC"	"CVVC.CV.CV.CVVC"
"kaːr.ji.sa.jo"	"CVC.CV.CV.CV"	"CVVC.CV.CV.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"kaːr.jo"	"CVC.CV"	"CVVC.CV"
"ka.taɪ"	"CV.CV"	"CV.CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"kaɪ"	"CV"	"CVV"
"ka.jan"	"CV.CVC"	"CV.CVC"
"ka.jan"	"CV.CVC"	"CV.CVC"
"ka.ja.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"ka.jaŋ"	"CV.CVC"	"CV.CVC"
"kaɪ.tan"	"CV.CVC"	"CVV.CVC"
"kaɪ.ta.na.ti"	"CV.CV.CV.CV"	"CVV.CV.CV.CV"
"kaɪ.tɪs.jaːŋ"	"CV.CVC.CVC"	"CVV.CVC.CVVC"
"kaɪ.to"	"CV.CV"	"CVV.CV"
"kaɪ.to"	"CV.CV"	"CVV.CV"
"kaɪ.to.ma.ja.ne.na"	"CV.CV.CV.CV.CV.CV"	"CVV.CV.CV.CV.CV.CV"
"kaɪ.van.ja"	"CV.CVC.CV"	"CVV.CVC.CV"
"kaɪ.vaɪ"	"CV.CV"	"CVV.CVV"
"kaɪ.vaɪ"	"CV.CV"	"CVV.CVV"
"kaɪ.vaɪ"	"CV.CV"	"CVV.CVV"
"kaɪ.vaɪ"	"CV.CV"	"CVV.CVV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo"	"CV.CV"	"CVV.CV"
"kaɪ.vo.ma.ja.dʒas"	"CV.CV.CV.CV.CVC"	"CVV.CV.CV.CV.CCVC"
"kaɪ.va"	"CV.CV"	"CVV.CV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"ke.baɪ"	"CV.CV"	"CV.CVV"
"kə.tʃu.tɔr.jɔŋ"	"CV.CV.CVC.CVC"	"CV.CCV.CVC.CVC"
"ke.gan"	"CV.CVC"	"CV.CVC"
"ke.gan.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"ke.gan.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"ke.hɪn"	"CV.CVC"	"CV.CVC"
"ke.hɪn.jə"	"CV.CVC.CV"	"CV.CVC.CV"
"ke.laŋ.an.leɪ"	"CV.CVC.VC.CV"	"CV.CVC.VC.CVV"
"kɛŋ.ja"	"CVC.CV"	"CVC.CV"
"ke.paʊ"	"CV.CV"	"CV.CVV"
"kə.pran.tɔɪ.jaŋ"	"CV.CCVC.CV.CVC"	"CV.CCVC.CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.nam"	"CV.CVC"	"CVV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.maŋ"	"CV.CV.CVC"	"CVV.CV.CVC"
"keɪ.na.me.na"	"CV.CV.CV.CV"	"CVV.CV.CV.CV"
"keɪ.na.me.na"	"CV.CV.CV.CV"	"CVV.CV.CV.CV"
"keɪ.na.me.na"	"CV.CV.CV.CV"	"CVV.CV.CV.CV"
"keɪ.nam.ja"	"CV.CVC.CV"	"CVV.CVC.CV"
"keɪ.nam.ja"	"CV.CVC.CV"	"CVV.CVC.CV"
"keɪ.nan.tɛn.do"	"CV.CVC.CVC.CV"	"CVV.CVC.CVC.CV"
"keɪ.nan.tɛn.do"	"CV.CVC.CVC.CV"	"CVV.CVC.CVC.CV"
"ki.has"	"CV.CVC"	"CV.CVC"
"ki.li.sa.ra"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ki.li.sar.ja"	"CV.CV.CVC.CV"	"CV.CV.CVC.CV"
"ki.li.saːr.ja"	"CV.CV.CVC.CV"	"CV.CV.CVVC.CV"
"ki.li.su"	"CV.CV.CV"	"CV.CV.CV"
"ki.li.su"	"CV.CV.CV"	"CV.CV.CV"
"kɪm.bi.sa.nas"	"CVC.CV.CV.CVC"	"CVC.CV.CV.CVC"
"kɪm.bi.sa.nas"	"CVC.CV.CV.CVC"	"CVC.CV.CV.CVC"
"kɪm.bu.raŋ.as"	"CVC.CV.CVC.VC"	"CVC.CV.CVC.VC"
"ki.paː.ja"	"CV.CV.CV"	"CV.CVV.CV"
"ki.paː.ja"	"CV.CV.CV"	"CV.CVV.CV"
"ki.pu.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ki.tas"	"CV.CVC"	"CV.CVC"
"ki.vɪs.jo"	"CV.CVC.CV"	"CV.CVC.CV"
"ki.vɪs.jo"	"CV.CVC.CV"	"CV.CVC.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.vo"	"CV.CV"	"CV.CV"
"ki.ja.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ki.ji.sa"	"CV.CV.CV"	"CV.CV.CV"
"ko"	"CV"	"CV"
"ko"	"CV"	"CV"
"ko.han.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.lʊn"	"CV.CVC"	"CV.CVC"
"ko.lʊn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"kɔn.tʃa.ne.na"	"CVC.CV.CV.CV"	"CVC.CCV.CV.CV"
"kɔn.tʃan.ja"	"CVC.CVC.CV"	"CVC.CCVC.CV"
"kɔn.daŋ.a.ja"	"CVC.CVC.V.CV"	"CVC.CVC.V.CV"
"kɔn.dan.jam"	"CVC.CVC.CVC"	"CVC.CVC.CVC"
"kɔn.dɪs"	"CVC.CVC"	"CVC.CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ"	"CVC"	"CVC"
"kɔŋ.a.taŋ"	"CVC.V.CVC"	"CVC.V.CVC"
"kɔŋ.leɪ"	"CVC.CV"	"CVC.CVV"
"kɔŋ.rja"	"CVC.CCV"	"CVC.CCV"
"kɔŋ.u"	"CVC.V"	"CVC.V"
"kɔŋ.ja"	"CVC.CV"	"CVC.CV"
"kɔn.dʒan"	"CVC.CVC"	"CVC.CCVC"
"kɔŋ.kjan.ja"	"CVC.CCVC.CV"	"CVC.CCVC.CV"
"ko.po"	"CV.CV"	"CV.CV"
"ko.ro.nar.ja.sa.jan"	"CV.CV.CVC.CV.CV.CVC"	"CV.CV.CVC.CV.CV.CVC"
"ko.ro.nar.ja.tɔŋ"	"CV.CV.CVC.CV.CVC"	"CV.CV.CVC.CV.CVC"
"ko.ro.naɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ko.ro.nɔɪ.vaːŋ"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVVC"
"ko.ro.nɔɪ.jɛŋ"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVC"
"ko.rɔn.va"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.rɔn.vaːŋ"	"CV.CVC.CVC"	"CV.CVC.CVVC"
"ko.rɔn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.rɔn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.rɔn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.rɔn.jan"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.rɔn.jan"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.rɔn.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.rɔn.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.rɔn.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.rɔn.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ko.tɔŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ko.va.ro"	"CV.CV.CV"	"CV.CV.CV"
"ko.va.ro"	"CV.CV.CV"	"CV.CV.CV"
"ko.va.ro"	"CV.CV.CV"	"CV.CV.CV"
"ko.ja"	"CV.CV"	"CV.CV"
"ko.ja.dʒas"	"CV.CV.CVC"	"CV.CV.CCVC"
"ko.jaːs"	"CV.CVC"	"CV.CVVC"
"ko.jaːs"	"CV.CVC"	"CV.CVVC"
"ko.ja.ja"	"CV.CV.CV"	"CV.CV.CV"
"krɪs.mas"	"CCVC.CVC"	"CCVC.CVC"
"krɪs.jaːn"	"CCVC.CVC"	"CCVC.CVVC"
"kri.to"	"CCV.CV"	"CCV.CV"
"kri.to"	"CCV.CV"	"CCV.CV"
"kri.to"	"CCV.CV"	"CCV.CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku"	"CV"	"CV"
"ku.mɛŋ"	"CV.CVC"	"CV.CVC"
"ku.naŋ"	"CV.CVC"	"CV.CVC"
"ku.naŋ.rɛŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"ku.naŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ku.naŋ.dʒja"	"CV.CVC.CCV"	"CV.CVC.CCCV"
"kʊŋ.a.sa.jɔn"	"CVC.V.CV.CVC"	"CVC.V.CV.CVC"
"ku.ran.rɛŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"kʊr.ja.man"	"CVC.CV.CVC"	"CVC.CV.CVC"
"ku.ta.jə"	"CV.CV.CV"	"CV.CV.CV"
"ku.tʊn.je.rɛŋ"	"CV.CVC.CV.CVC"	"CV.CVC.CV.CVC"
"tʃu.naŋ"	"CV.CVC"	"CCV.CVC"
"tʃʊn.taŋ"	"CVC.CVC"	"CCVC.CVC"
"la.daŋ"	"CV.CVC"	"CV.CVC"
"la.daː.ra"	"CV.CV.CV"	"CV.CVV.CV"
"la.ga.sɪm"	"CV.CV.CVC"	"CV.CV.CVC"
"la.ga.si.mas"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"la.han.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"la.han.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"la.han.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"la.han.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"lam.pja"	"CVC.CCV"	"CVC.CCV"
"lam.pjaːŋ"	"CVC.CCVC"	"CVC.CCVVC"
"lam.pjaːŋ"	"CVC.CCVC"	"CVC.CCVVC"
"lam.pjaːŋ"	"CVC.CCVC"	"CVC.CCVVC"
"lam.pjaːŋ"	"CVC.CCVC"	"CVC.CCVVC"
"lan.tʃa"	"CVC.CV"	"CVC.CCV"
"lan.tʃa"	"CVC.CV"	"CVC.CCV"
"lan.tʃam"	"CVC.CVC"	"CVC.CCVC"
"lan.tʃaːŋ"	"CVC.CVC"	"CVC.CCVVC"
"lan.tʃɔn"	"CVC.CVC"	"CVC.CCVC"
"lan.ta.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"lan.to.ju"	"CVC.CV.CV"	"CVC.CV.CV"
